program,type,directed,batch,nodes,modifier,diameter,time,clocktime,system,percent,memory,voluntary,involuntary,faults,exit
snp,er,1,0,100000,2,25,0.0595209598541,0.059549,0.10,99%,60832,2,18,0,0
nx,er,0,1,100000,2,17,97318.138392,86071.718164,25.41,88%,587908,144,3943993,0,0
gl,er,0,1,100000,2,17,1050.4,53589.3,44715.87,5056%,43580716,4118663,508960,0,0
gtp,er,0,1,100000,2,17.0,0.298470020294,9.777822,0.38,149%,102840,337,1510,0,0
glp,er,0,1,100000,2,12,3.65525,273.904,187.68,3996%,238696,40288,7378,0,0
snp,er,0,1,100000,2,13,0.0975410938263,0.097455,0.07,99%,54480,3,53,0,0
nx,er,1,1,100000,2,0,6.103515625e-05,6.89999999963e-05,1.25,66%,625068,20,5816,0,0
gl,er,1,1,100000,2,39,1279.22,68061.4,59445.04,5275%,61629688,3523140,697756,0,0
gtp,er,1,1,100000,2,29.0,0.23087310791,5.761498,0.20,129%,102592,323,1179,0,0
glp,er,1,1,100000,2,26,10.6929,605.517,403.30,4369%,242620,78824,10675,0,0
snp,er,1,1,100000,2,29,0.0601561069489,0.060155,0.07,99%,60824,3,51,0,0
nx,er,0,2,100000,2,19,87702.5435691,76957.55011,72.58,87%,588036,1410,3392881,0,0
gl,er,0,2,100000,2,19,763.51,39545.9,31003.06,5105%,43588168,3153526,379489,0,0
gtp,er,0,2,100000,2,19.0,0.307683944702,6.510585,0.31,133%,102960,339,1407,0,0
glp,er,0,2,100000,2,11,3.34055,254.274,176.07,3977%,239304,38531,6911,0,0
snp,er,0,2,100000,2,15,0.0970659255981,0.096973,0.07,99%,54492,3,51,0,0
nx,er,1,2,100000,2,0,8.70227813721e-05,0.000117000000003,1.63,94%,625604,15,1840,0,0
gl,er,1,2,100000,2,46,1223.85,66129.4,57372.26,5359%,61666236,3167599,643547,0,0
gtp,er,1,2,100000,2,30.0,0.135555028915,5.224144,0.30,128%,102212,217,1041,0,0
glp,er,1,2,100000,2,27,9.58203,549.967,366.04,4279%,244504,79823,14232,0,0
snp,er,1,2,100000,2,25,0.0585870742798,0.058564,0.07,99%,60820,3,50,0,0
nx,er,0,3,100000,2,17,40673.930311,40665.803991,1.33,99%,588000,139,158356,0,0
gl,er,0,3,100000,2,17,761.411,40102.5,31680.88,5204%,43610956,2987591,355317,0,0
gtp,er,0,3,100000,2,17.0,0.300529956818,7.024781,0.37,136%,102928,312,1252,0,0
glp,er,0,3,100000,2,12,3.63022,276.086,198.69,4041%,236144,44776,6441,0,0
snp,er,0,3,100000,2,12,0.0952270030975,0.095054,0.06,99%,54472,3,95,0,0
nx,er,1,3,100000,2,0,8.51154327393e-05,0.000112000000001,3.12,67%,625596,29,4810,0,0
gl,er,1,3,100000,2,41,1370.59,74069.4,64916.98,5349%,61665940,3046058,689202,0,0
gtp,er,1,3,100000,2,29.0,0.197901010513,3.908875,0.28,119%,102276,231,1646,0,0
glp,er,1,3,100000,2,27,10.3896,584.754,378.88,4327%,242636,82146,13472,0,0
snp,er,1,3,100000,2,35,0.0581970214844,0.058179,0.10,99%,60828,3,86,0,0
nx,er,0,4,100000,2,18,96753.4194989,85526.436684,25.77,88%,587956,124,3939625,8,0
gl,er,0,4,100000,2,18,855.921,42771.6,34097.98,4945%,43567692,4280020,436976,0,0
gtp,er,0,4,100000,2,18.0,0.26691699028,6.43898,0.48,135%,102460,300,1163,0,0
glp,er,0,4,100000,2,13,4.09048,298.816,211.24,4084%,239028,44836,7187,0,0
snp,er,0,4,100000,2,13,0.0978629589081,0.097612,0.03,99%,54476,3,86,0,0
nx,er,1,4,100000,2,0,0.000102043151855,0.000135,2.21,92%,625244,61,1486,0,0
gl,er,1,4,100000,2,40,1318.64,71390.8,62450.79,5366%,61587128,3284951,699793,0,0
gtp,er,1,4,100000,2,29.0,0.15108704567,5.042814,0.53,139%,106648,317,1267,0,0
glp,er,1,4,100000,2,26,9.00899,529.555,345.74,4320%,242360,76349,14469,0,0
snp,er,1,4,100000,2,28,0.0593090057373,0.059215,0.05,99%,60820,3,124,0,0
nx,er,0,0,100000,4,10,153312.222726,134636.823784,112.67,87%,1003112,228,6019556,0,0
gl,er,0,0,100000,4,10,684.731,34029.5,25096.07,4874%,44480744,3625829,286666,0,0
gtp,er,0,0,100000,4,10.0,0.343914031982,6.866907,0.45,118%,116880,317,2133,0,0
glp,er,0,0,100000,4,19,7.5941,465.006,294.05,4213%,257964,61347,9603,0,0
snp,er,0,0,100000,4,9,0.129156112671,0.129033,0.04,99%,56956,3,182,0,0
nx,er,1,0,100000,4,0,5.91278076172e-05,7.30000000004e-05,1.88,99%,1041540,17,253,0,0
gl,er,1,0,100000,4,17,854.191,45478.6,36988.89,5252%,68342392,2578459,413957,0,0
gtp,er,1,0,100000,4,14.0,0.152022838593,4.767271,0.52,113%,112644,241,2062,0,0
glp,er,1,0,100000,4,12,4.71771,339.009,228.16,4077%,259004,45582,8200,0,0
snp,er,1,0,100000,4,12,0.0813970565796,0.081334,0.09,99%,64420,3,80,0,0
nx,er,0,1,100000,4,10,156656.081807,137724.081227,86.06,87%,1003256,227,6100156,6,0
gl,er,0,1,100000,4,10,539.233,27991.3,19587.04,5084%,44492708,2378142,262066,0,0
gtp,er,0,1,100000,4,10.0,0.283015012741,6.992014,0.35,117%,112620,289,1966,0,0
glp,er,0,1,100000,4,18,6.68408,420.585,259.74,4181%,252560,59744,11006,0,0
snp,er,0,1,100000,4,8,0.122949123383,0.122774,0.10,99%,56960,3,81,0,0
nx,er,1,1,100000,4,0,5.19752502441e-05,7.2000000003e-05,1.97,65%,1042052,8,7354,0,0
gl,er,1,1,100000,4,18,990.892,53324.7,44362.10,5317%,68338040,2605641,482599,0,0
gtp,er,1,1,100000,4,14.0,0.200337171555,7.222679,0.27,119%,112564,276,1903,0,0
glp,er,1,1,100000,4,12,4.97098,347.868,229.99,4096%,270328,44630,7847,0,0
snp,er,1,1,100000,4,13,0.081857919693,0.081671,0.08,99%,64428,3,77,0,0
nx,er,0,2,100000,4,10,153994.747443,135377.57061,110.47,87%,1003328,271,6009988,0,0
gl,er,0,2,100000,4,10,650.452,32321.9,23459.70,4868%,44492220,3390328,273335,0,0
gtp,er,0,2,100000,4,10.0,0.261970996857,6.767976,0.33,118%,112876,285,2042,0,0
glp,er,0,2,100000,4,19,7.04382,442.223,279.66,4168%,252616,61610,9846,0,0
snp,er,0,2,100000,4,8,0.137511014938,0.137417,0.07,99%,56972,3,80,0,0
nx,er,1,2,100000,4,0,7.48634338379e-05,9.09999999976e-05,2.07,99%,1042008,13,190,0,0
gl,er,1,2,100000,4,17,842.697,45173.6,36694.74,5289%,68356116,2447575,429683,0,0
gtp,er,1,2,100000,4,12.0,0.140578985214,3.500957,0.87,115%,113372,241,2792,0,0
glp,er,1,2,100000,4,12,4.82204,344.909,229.02,4124%,258040,45197,7268,0,0
snp,er,1,2,100000,4,14,0.0825839042664,0.082568,0.08,99%,64432,3,80,0,0
nx,er,0,3,100000,4,10,140083.942769,126703.302785,31.01,90%,1004004,176,4830394,0,0
gl,er,0,3,100000,4,10,535.945,27955.7,19510.08,5106%,44485148,2413036,228234,0,0
gtp,er,0,3,100000,4,10.0,0.360131025314,7.113041,0.30,118%,113100,329,2300,0,0
glp,er,0,3,100000,4,18,6.56671,408.148,256.43,4119%,264452,60427,10492,0,0
snp,er,0,3,100000,4,8,0.126393079758,0.126345,0.04,99%,56960,2,80,0,0
nx,er,1,3,100000,4,0,5.60283660889e-05,7.4000000005e-05,1.76,64%,1042672,20,9414,0,0
gl,er,1,3,100000,4,18,974.49,52493.4,43494.43,5319%,68353284,2653293,459581,0,0
gtp,er,1,3,100000,4,13.0,0.177040815353,4.773339,0.42,113%,116864,258,1703,0,0
glp,er,1,3,100000,4,13,4.62404,325.018,218.64,4065%,256020,45842,8257,0,0
snp,er,1,3,100000,4,14,0.081050157547,0.080966,0.06,99%,64432,3,81,0,0
nx,er,0,4,100000,4,10,127695.199016,117618.202561,24.55,92%,1003564,194,3838702,7,0
gl,er,0,4,100000,4,10,642.104,31969.7,23103.97,4875%,44481612,3349147,294552,0,0
gtp,er,0,4,100000,4,10.0,0.277271986008,7.11186,0.45,117%,116956,282,1948,0,0
glp,er,0,4,100000,4,17,6.76631,431.512,271.12,4204%,261320,59302,9313,0,0
snp,er,0,4,100000,4,8,0.123820066452,0.123774,0.04,99%,56968,3,78,0,0
nx,er,1,4,100000,4,0,5.81741333008e-05,7.8000000002e-05,1.98,64%,1041960,9,9149,0,0
gl,er,1,4,100000,4,18,853.609,45432.2,36945.03,5251%,68343960,2503043,564871,0,0
gtp,er,1,4,100000,4,15.0,0.173207998276,4.968505,0.51,113%,112764,250,2379,0,0
glp,er,1,4,100000,4,12,4.98232,353.632,239.55,4148%,267160,47375,7316,0,0
snp,er,1,4,100000,4,13,0.079451084137,0.079393,0.11,99%,64440,3,69,0,0
nx,er,0,0,100000,8,6,206506.633377,182921.625001,138.44,88%,1555736,382,8017105,0,0
gl,er,0,0,100000,8,6,422.847,21725.2,12270.13,4982%,44589028,2163585,225452,0,0
gtp,er,0,0,100000,8,6.0,0.230952978134,4.921185,0.56,106%,131980,251,2666,0,0
glp,er,0,0,100000,8,19,8.16719,494.989,223.70,4121%,272088,91824,12151,0,0
snp,er,0,0,100000,8,6,0.197376012802,0.197246,0.07,99%,61628,4,134,0,0
nx,er,1,0,100000,8,0,8.41617584229e-05,9.90000000058e-05,4.14,94%,1890392,9,3082,0,0
gl,er,1,0,100000,8,10,615.274,32714.3,24334.18,5200%,68976476,2111002,307000,0,0
gtp,er,1,0,100000,8,9.0,0.247172117233,4.217064,0.32,105%,132744,276,3510,0,0
glp,er,1,0,100000,8,8,3.99637,300.179,162.13,3857%,274448,50663,5889,0,0
snp,er,1,0,100000,8,8,0.107874155045,0.107821,0.10,97%,66904,4,240,0,0
nx,er,0,1,100000,8,7,216908.293883,195267.885244,53.16,89%,1556516,230,7581434,0,0
gl,er,0,1,100000,8,7,443.848,23004,13414.21,5030%,44660980,1685256,195412,0,0
gtp,er,0,1,100000,8,6.0,0.295879125595,4.352762,0.48,105%,132304,279,3599,0,0
glp,er,0,1,100000,8,20,8.71068,520.111,226.97,4174%,269992,99505,12827,0,0
snp,er,0,1,100000,8,6,0.198486089706,0.198039,0.07,99%,61620,3,186,0,0
nx,er,1,1,100000,8,0,4.88758087158e-05,6.70000000014e-05,3.22,65%,1888744,20,15657,0,0
gl,er,1,1,100000,8,11,643.093,34204,25503.94,5188%,68978348,2228509,283269,0,0
gtp,er,1,1,100000,8,8.0,0.253961086273,4.073233,0.28,105%,132640,253,3516,0,0
glp,er,1,1,100000,8,8,3.56638,282.228,163.04,3795%,279564,49108,5324,0,0
snp,er,1,1,100000,8,8,0.115230083466,0.114017,0.08,99%,66928,3,333,0,0
nx,er,0,2,100000,8,6,209801.868449,185991.369487,138.75,88%,1556876,441,8029174,0,0
gl,er,0,2,100000,8,6,447.878,22298.5,12440.86,4828%,44595268,2551059,220467,0,0
gtp,er,0,2,100000,8,6.0,0.290434837341,4.36279,0.33,105%,131736,257,3876,0,0
glp,er,0,2,100000,8,18,7.51295,462.097,210.24,4111%,271144,87156,10816,0,0
snp,er,0,2,100000,8,6,0.198611021042,0.198093,0.08,99%,61636,3,245,0,0
nx,er,1,2,100000,8,0,7.79628753662e-05,0.000108000000012,14.17,87%,1890240,64,6336,0,0
gl,er,1,2,100000,8,10,574.002,30532.7,22324.42,5208%,68952552,2098642,269524,0,0
gtp,er,1,2,100000,8,9.0,0.286577939987,6.569558,0.41,108%,136792,332,3543,0,0
glp,er,1,2,100000,8,8,3.3882,281.106,164.51,3889%,282996,46453,5826,0,0
snp,er,1,2,100000,8,8,0.107313871384,0.107172,0.07,99%,66688,3,284,0,0
nx,er,0,3,100000,8,7,210784.045198,186934.986509,137.99,88%,1556728,384,8032425,0,0
gl,er,0,3,100000,8,7,394.777,20584.3,11237.42,5039%,44590356,1954486,193602,0,0
gtp,er,0,3,100000,8,6.0,0.271886825562,5.021273,0.52,107%,131664,215,3713,0,0
glp,er,0,3,100000,8,17,7.63429,464.347,204.36,4063%,270364,89634,10015,0,0
snp,er,0,3,100000,8,6,0.197510957718,0.196255,0.08,99%,61628,2,326,0,0
nx,er,1,3,100000,8,0,7.79628753662e-05,0.000107,4.51,78%,1890868,55,11123,0,0
gl,er,1,3,100000,8,10,654.707,34752.1,25838.45,5206%,68951540,2344681,326537,0,0
gtp,er,1,3,100000,8,9.0,0.293527126312,7.173619,0.69,110%,136856,309,4567,0,0
glp,er,1,3,100000,8,8,3.92477,297.182,169.64,3828%,282988,43797,5061,0,0
snp,er,1,3,100000,8,8,0.1062271595,0.106085,0.07,99%,66680,3,293,0,0
nx,er,0,4,100000,8,7,218819.305226,194895.315438,139.44,89%,1557224,351,8117493,0,0
gl,er,0,4,100000,8,7,480.774,23941.6,13996.89,4844%,44585676,2864793,207900,0,0
gtp,er,0,4,100000,8,7.0,0.424026966095,6.822011,0.54,109%,131816,342,4505,0,0
glp,er,0,4,100000,8,18,8.08522,490.783,209.98,4151%,269236,94613,10996,0,0
snp,er,0,4,100000,8,6,0.198081970215,0.197379,0.06,99%,61632,4,250,0,0
nx,er,1,4,100000,8,0,7.60555267334e-05,0.000109000000009,6.30,84%,1891016,510,6645,0,0
gl,er,1,4,100000,8,10,588.852,31155.3,22667.46,5160%,68951528,2257200,276628,0,0
gtp,er,1,4,100000,8,10.0,0.298449039459,6.772298,0.32,109%,132764,336,3581,0,0
glp,er,1,4,100000,8,8,3.5551,280.974,158.97,3832%,274244,47137,5299,0,0
snp,er,1,4,100000,8,8,0.105771064758,0.105703,0.08,99%,66916,3,110,0,0
nx,er,0,0,100000,16,5,270240.125634,260304.673791,42.79,96%,3245740,551,4318224,0,0
gl,er,0,0,100000,16,5,396.649,20903.2,8680.65,5117%,44665984,2348088,194919,0,0
gtp,er,0,0,100000,16,5.0,0.354417800903,4.757381,0.43,103%,169536,268,6802,0,0
glp,er,0,0,100000,16,16,11.2742,671.136,188.26,4192%,301936,102449,12347,0,0
snp,er,0,0,100000,16,5,0.361977815628,0.361676,0.11,99%,71788,3,218,0,0
nx,er,1,0,100000,16,7,297225.564591,273012.337695,166.47,91%,3117392,581,8696335,0,0
gl,er,1,0,100000,16,7,449.609,23688.4,14196.50,5119%,68991128,2101982,218076,0,0
gtp,er,1,0,100000,16,6.0,0.235668897629,4.365022,0.49,102%,174372,252,6371,0,0
glp,er,1,0,100000,16,6,3.52507,290.793,144.51,3548%,299380,35334,5695,0,0
snp,er,1,0,100000,16,6,0.152041912079,0.151866,0.11,99%,75564,3,216,0,0
nx,er,0,1,100000,16,5,317039.236198,293178.429569,165.16,92%,3244476,596,8500399,0,0
gl,er,0,1,100000,16,5,370,19779.6,7883.19,5186%,44655108,2301461,180679,0,0
gtp,er,0,1,100000,16,5.0,0.373135089874,4.904559,0.58,103%,169532,244,6485,0,0
glp,er,0,1,100000,16,16,10.0186,606.572,192.89,4110%,297212,96688,11429,0,0
snp,er,0,1,100000,16,5,0.361987113953,0.361644,0.10,99%,71788,3,212,0,0
nx,er,1,1,100000,16,7,157084.249927,156948.616353,23.47,99%,3116976,610,4159784,15,0
gl,er,1,1,100000,16,7,507.754,26883.8,16658.05,5153%,68989476,2336719,226988,0,0
gtp,er,1,1,100000,16,6.0,0.243128061295,4.581803,0.69,103%,174544,222,6645,0,0
glp,er,1,1,100000,16,6,4.0942,315.255,142.86,3605%,301340,37208,6134,0,0
snp,er,1,1,100000,16,6,0.152215957642,0.151905,0.10,99%,75832,3,653,0,0
nx,er,0,2,100000,16,5,170453.200908,170409.433197,10.70,99%,3245520,666,1125348,9,0
gl,er,0,2,100000,16,5,419.432,21569.6,9009.04,5005%,44656876,2817087,185425,0,0
gtp,er,0,2,100000,16,5.0,0.329596996307,4.91659,0.57,103%,169368,311,6563,0,0
glp,er,0,2,100000,16,15,9.44521,574.742,177.38,4045%,310360,89203,11428,0,0
snp,er,0,2,100000,16,5,0.361670970917,0.361696,0.12,98%,71760,4,27,0,0
nx,er,1,2,100000,16,7,288168.889911,264194.498513,171.68,91%,3115788,547,8471037,0,0
gl,er,1,2,100000,16,7,532.982,28361.5,18456.20,5155%,68994940,1667914,251737,0,0
gtp,er,1,2,100000,16,6.0,0.235280990601,4.58984,0.54,103%,174896,245,6304,0,0
glp,er,1,2,100000,16,6,3.89953,366.938,205.36,3733%,303360,65165,5611,0,0
snp,er,1,2,100000,16,6,0.149544000626,0.149568,0.11,99%,75576,3,29,0,0
nx,er,0,3,100000,16,5,283383.838536,270293.81661,63.39,95%,3244468,529,5216019,0,0
gl,er,0,3,100000,16,5,414.862,21463.9,8992.96,5029%,44652688,2470404,204658,0,0
gtp,er,0,3,100000,16,5.0,0.366272926331,5.338156,0.82,103%,169732,261,6192,0,0
glp,er,0,3,100000,16,15,9.72772,586.465,192.26,4094%,295836,89300,9850,0,0
snp,er,0,3,100000,16,5,0.361775159836,0.361795,0.06,99%,71772,2,29,0,0
nx,er,1,3,100000,16,7,300234.120596,276257.928622,158.23,91%,3118272,550,8570997,0,0
gl,er,1,3,100000,16,7,456.964,24090.7,14593.70,5128%,68991068,2103149,214456,0,0
gtp,er,1,3,100000,16,6.0,0.246650218964,4.320454,0.56,102%,174588,276,6519,0,0
glp,er,1,3,100000,16,6,3.77569,300.059,148.24,3452%,299048,38372,4807,0,0
snp,er,1,3,100000,16,6,0.148422002792,0.148162,0.11,99%,75560,3,131,0,0
nx,er,0,4,100000,16,5,170456.985889,170399.80925,12.46,99%,3245272,657,1486826,9,0
gl,er,0,4,100000,16,5,368.057,19637.2,7655.04,5173%,44666232,2212138,169883,0,0
gtp,er,0,4,100000,16,5.0,0.374165058136,4.351991,0.38,102%,169760,288,6488,0,0
glp,er,0,4,100000,16,15,9.19593,571.532,192.96,4084%,296488,93134,10824,0,0
snp,er,0,4,100000,16,5,0.362082958221,0.36177,0.11,99%,71760,3,475,0,0
nx,er,1,4,100000,16,7,295733.133594,271681.672242,168.09,91%,3117040,626,8630344,0,0
gl,er,1,4,100000,16,7,494.718,26195.2,16561.87,5152%,68991688,2262797,218915,0,0
gtp,er,1,4,100000,16,6.0,0.199013948441,5.42248,0.49,103%,174516,228,6823,0,0
glp,er,1,4,100000,16,6,3.80359,270.967,114.63,3342%,300288,34383,5125,0,0
snp,er,1,4,100000,16,6,0.180344104767,0.180114,0.09,99%,75556,3,622,0,0
nx,er,0,0,100000,32,4,392271.159615,382696.153474,42.57,97%,5042732,997,4508578,0,0
gl,er,0,0,100000,32,4,528.722,28240.3,5241.21,4898%,43208672,2912280,255295,0,0
gtp,er,0,0,100000,32,4.0,0.456157922745,5.062445,0.81,101%,243796,281,12505,0,0
glp,er,0,0,100000,32,14,13.2956,793.259,168.37,4019%,377008,63588,12763,0,0
snp,er,0,0,100000,32,4,1.09555387497,1.094454,0.27,99%,92820,2,993,0,0
nx,er,1,0,100000,32,5,377595.449633,369909.323407,67.72,97%,6637164,1056,4790010,0,0
gl,er,1,0,100000,32,5,435.966,22879.2,9790.47,5039%,69041856,3213933,199631,0,0
gtp,er,1,0,100000,32,5.0,0.253580093384,4.475117,1.60,101%,259576,225,11580,0,0
glp,er,1,0,100000,32,5,5.10143,372.199,130.96,3296%,370880,28095,6493,0,0
snp,er,1,0,100000,32,5,0.296442985535,0.295473,0.21,99%,96640,3,1400,0,0
nx,er,0,1,100000,32,4,424866.926634,401321.83608,187.93,94%,5042720,891,8700665,0,0
gl,er,0,1,100000,32,4,522.441,28157.7,5547.33,4937%,43207068,2667196,249266,0,0
gtp,er,0,1,100000,32,4.0,0.387261152267,5.640586,1.17,101%,247560,236,11556,0,0
glp,er,0,1,100000,32,14,12.2232,738.641,172.47,3958%,372248,59910,13257,0,0
snp,er,0,1,100000,32,4,0.790443181992,0.788979,0.17,99%,92568,3,891,0,0
nx,er,1,1,100000,32,5,388114.953397,376653.347931,64.47,97%,6636188,835,5385183,0,0
gl,er,1,1,100000,32,5,421.549,22144,9401.22,5079%,69043292,3109906,202575,0,0
gtp,er,1,1,100000,32,5.0,0.318075895309,4.710796,0.85,101%,260656,311,13248,0,0
glp,er,1,1,100000,32,5,5.21858,387.697,140.98,3337%,372316,31659,6025,0,0
snp,er,1,1,100000,32,5,0.293780088425,0.293372,0.14,99%,96636,3,896,0,0
nx,er,0,2,100000,32,4,443402.829149,419675.469572,201.82,94%,5042736,1311,8836982,0,0
gl,er,0,2,100000,32,4,491.695,26720.8,4634.14,4968%,43197756,2561319,228167,0,0
gtp,er,0,2,100000,32,4.0,0.500501155853,4.619266,1.27,101%,243920,275,14344,0,0
glp,er,0,2,100000,32,14,15.1326,891.009,180.32,4117%,370612,68577,14051,0,0
snp,er,0,2,100000,32,4,0.756504058838,0.7558,0.15,99%,92828,3,742,0,0
nx,er,1,2,100000,32,5,405191.375779,392611.837085,59.31,96%,6636468,1043,5951674,1,0
gl,er,1,2,100000,32,5,475.907,25016,11363.48,5094%,69044580,3259277,221659,0,0
gtp,er,1,2,100000,32,5.0,0.294574975967,5.484431,1.23,101%,259380,253,13715,0,0
glp,er,1,2,100000,32,5,4.67141,362.849,144.45,3233%,379268,29749,6678,0,0
snp,er,1,2,100000,32,5,0.271049976349,0.271091,0.22,99%,96664,3,89,0,0
nx,er,0,3,100000,32,4,442907.705177,419218.37322,191.88,94%,5041772,1102,8775574,0,0
gl,er,0,3,100000,32,4,570.833,30133.1,6334.63,4855%,43207868,3060637,257178,0,0
gtp,er,0,3,100000,32,4.0,0.4413189888,4.919064,1.06,101%,244172,253,13169,0,0
glp,er,0,3,100000,32,14,14.8548,878.564,182.23,4088%,373136,70154,12769,0,0
snp,er,0,3,100000,32,4,0.759854793549,0.759003,0.14,99%,92812,3,397,0,0
nx,er,1,3,100000,32,5,434677.319895,410815.253494,211.25,94%,6637684,882,8996418,0,0
gl,er,1,3,100000,32,5,428.312,22473.6,9497.87,5075%,69040936,3335751,198287,0,0
gtp,er,1,3,100000,32,5.0,0.292273044586,4.68506,0.78,101%,259692,256,12953,0,0
glp,er,1,3,100000,32,5,4.4411,342.956,137.43,3162%,372348,27825,6000,0,0
snp,er,1,3,100000,32,5,0.263501882553,0.263353,0.23,99%,96644,3,497,0,0
nx,er,0,4,100000,32,4,399331.995218,387263.279981,43.25,96%,5043420,863,5264656,0,0
gl,er,0,4,100000,32,4,506.945,27491.1,5002.80,4962%,43228792,2567845,228044,0,0
gtp,er,0,4,100000,32,4.0,0.40630698204,5.592279,0.89,101%,243788,216,12345,0,0
glp,er,0,4,100000,32,15,16.5985,972.438,188.33,4179%,386708,76633,14250,0,0
snp,er,0,4,100000,32,4,0.704015016556,0.70353,0.21,99%,92552,2,480,0,0
nx,er,1,4,100000,32,5,273156.811099,272757.776321,53.31,99%,6637968,1084,11443459,6,0
gl,er,1,4,100000,32,5,412.735,21742.4,9088.01,5088%,69040048,3198619,189292,0,0
gtp,er,1,4,100000,32,5.0,0.246197938919,5.078815,0.75,101%,259452,221,12159,0,0
glp,er,1,4,100000,32,5,4.77149,357.407,138.22,3258%,370316,27458,5655,0,0
snp,er,1,4,100000,32,5,0.248967885971,0.248648,0.21,99%,96668,2,463,0,0
nx,sf,0,0,10,2.0,3,0.000308990478516,0.000314,0.11,56%,26288,28,90,0,0
gl,sf,0,0,10,2.0,3,0.139208,3.64552,0.45,1338%,24404,8486,2329,0,0
gtp,sf,0,0,10,2.0,3.0,0.000318050384521,0.000315,0.11,100%,63196,43,24,0,0
glp,sf,0,0,10,2.0,5,0.242201,8.43746,0.65,1724%,20188,12906,5094,0,0
snp,sf,0,0,10,2.0,3,0.000106811523438,0.000129,0.03,71%,31584,20,26,0,0
nx,sf,0,1,10,2.0,4,0.000362873077393,0.000363,0.17,56%,26288,26,93,0,0
gl,sf,0,1,10,2.0,4,0.268159,4.52416,0.56,1178%,22036,10036,975,0,0
gtp,sf,0,1,10,2.0,4.0,0.000365972518921,0.000364,0.12,94%,63196,42,35,0,0
glp,sf,0,1,10,2.0,6,0.290119,10.1435,0.68,1620%,24624,14567,5791,0,0
snp,sf,0,1,10,2.0,3,0.000110864639282,0.000124,0.03,89%,31584,5,18,0,0
nx,sf,0,2,10,2.0,5,0.000239849090576,0.00024,0.11,81%,26284,12,44,0,0
gl,sf,0,2,10,2.0,5,0.236939,3.3837,0.59,1089%,21084,11130,1504,0,0
gtp,sf,0,2,10,2.0,5.0,0.000380039215088,0.000376,0.16,95%,63192,51,44,0,0
glp,sf,0,2,10,2.0,7,0.340137,11.8448,0.69,1798%,21968,16879,7011,0,0
snp,sf,0,2,10,2.0,4,0.000105857849121,0.000119,0.04,96%,31584,5,29,0,0
nx,sf,0,3,10,2.0,3,0.000303030014038,0.000306,0.11,86%,26284,10,61,0,0
gl,sf,0,3,10,2.0,3,0.160519,2.45134,0.77,1070%,20640,8150,767,0,0
gtp,sf,0,3,10,2.0,3.0,0.000317811965942,0.000316,0.12,97%,63196,55,86,0,0
glp,sf,0,3,10,2.0,8,0.479436,17.5636,0.77,2092%,28968,18882,8010,0,0
snp,sf,0,3,10,2.0,3,0.000104188919067,0.000117,0.02,88%,31584,5,19,0,0
nx,sf,0,4,10,2.0,4,0.000316143035889,0.000315,0.11,64%,26280,11,86,0,0
gl,sf,0,4,10,2.0,4,0.198818,2.57719,0.38,1333%,24800,9570,1460,0,0
gtp,sf,0,4,10,2.0,3.0,0.000350952148438,0.000351,0.19,95%,63196,49,73,0,0
glp,sf,0,4,10,2.0,6,0.375846,12.1453,0.56,1917%,26032,15194,6264,0,0
snp,sf,0,4,10,2.0,4,0.000128030776978,0.00014,0.03,95%,31584,5,16,0,0
nx,sf,0,0,10,2.1,2,0.000319957733154,0.000318,0.09,92%,26288,13,43,0,0
gl,sf,0,0,10,2.1,2,0.153147,3.6788,0.52,1133%,22136,7503,1020,0,0
gtp,sf,0,0,10,2.1,2.0,0.000371932983398,0.000367,0.19,96%,63196,47,54,0,0
glp,sf,0,0,10,2.1,9,0.464297,16.0388,0.64,2055%,22140,21002,8938,0,0
snp,sf,0,0,10,2.1,2,0.000113010406494,0.000128,0.04,93%,31584,5,19,0,0
nx,sf,0,1,10,2.1,2,0.000334024429321,0.000331,0.13,91%,26292,13,36,0,0
gl,sf,0,1,10,2.1,2,0.144037,2.31585,0.35,965%,24088,7019,839,0,0
gtp,sf,0,1,10,2.1,2.0,0.000357151031494,0.000352,0.15,96%,63196,51,27,0,0
glp,sf,0,1,10,2.1,6,0.360649,11.7049,0.51,1944%,24732,15096,5326,0,0
snp,sf,0,1,10,2.1,2,0.000133037567139,0.000149,0.03,86%,31584,5,30,0,0
nx,sf,0,2,10,2.1,4,0.000249862670898,0.000248,0.07,68%,26288,12,78,0,0
gl,sf,0,2,10,2.1,4,0.213498,1.82977,0.42,781%,26260,9865,1441,0,0
gtp,sf,0,2,10,2.1,4.0,0.000381946563721,0.000379,0.11,97%,63196,51,60,0,0
glp,sf,0,2,10,2.1,6,0.418396,12.3652,0.75,1983%,24336,15448,4608,0,0
snp,sf,0,2,10,2.1,4,0.000115871429443,0.00013,0.04,85%,31584,5,27,0,0
nx,sf,0,3,10,2.1,2,0.000303030014038,0.000302,0.06,66%,26292,32,62,0,0
gl,sf,0,3,10,2.1,2,0.121661,1.89701,0.42,1176%,20000,7278,1282,0,0
gtp,sf,0,3,10,2.1,2.0,0.000359058380127,0.000354,0.17,99%,63196,47,64,0,0
glp,sf,0,3,10,2.1,5,0.366376,11.2012,0.61,1823%,22088,13342,4243,0,0
snp,sf,0,3,10,2.1,2,0.000114917755127,0.00013,0.05,98%,31584,5,18,0,0
nx,sf,0,4,10,2.1,3,0.00041389465332,0.0004,0.10,90%,26288,17,39,0,0
